filename,label,class_id,text,normalized_cx,normalized_cy,normalized_w,normalized_h,source_url,source_width,source_height
text_2e54eaf349.png,text,9,,0.5,0.559907,0.991667,0.019444,https://httpbin.org/forms/post,1920,1080
button_eae0002551.png,button,0,Submit order,0.028203,0.559907,0.048073,0.019444,https://httpbin.org/forms/post,1920,1080
image_fc467a99fa.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/login,1920,1080
heading_462e80fcc7.png,heading,8,Login Page,0.5,0.060463,0.505208,0.047963,https://the-internet.herokuapp.com/login,1920,1080
heading_b71f8d64b5.png,heading,8,This is where you can log into the secure area. Enter for the username and for the password. If the information is wrong you should see error messages.,0.5,0.131389,0.505208,0.05963,https://the-internet.herokuapp.com/login,1920,1080
text_cfb9d58d2d.png,text,9,tomsmith,0.533281,0.115926,0.045312,0.025,https://the-internet.herokuapp.com/login,1920,1080
text_6e0360c076.png,text,9,SuperSecretPassword!,0.304297,0.145741,0.113802,0.025,https://the-internet.herokuapp.com/login,1920,1080
form_71d97d1066.png,form,13,,0.5,0.266759,0.505208,0.189815,https://the-internet.herokuapp.com/login,1920,1080
text_a70d3e0844.png,text,9,Username,0.369792,0.178333,0.244792,0.012963,https://the-internet.herokuapp.com/login,1920,1080
input_text_450e9f179d.png,input_text,2,,0.369792,0.202222,0.244792,0.03,https://the-internet.herokuapp.com/login,1920,1080
text_3c124dfe6f.png,text,9,Password,0.369792,0.236667,0.244792,0.012963,https://the-internet.herokuapp.com/login,1920,1080
input_text_94fdc3f811.png,input_text,2,,0.369792,0.260556,0.244792,0.03,https://the-internet.herokuapp.com/login,1920,1080
button_5e85dd06e9.png,button,0,,0.289557,0.315833,0.084323,0.05463,https://the-internet.herokuapp.com/login,1920,1080
link_407d3382b8.png,link,1,Elemental Selenium,0.523385,0.420926,0.073333,0.016667,https://the-internet.herokuapp.com/login,1920,1080
image_823dc8d592.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/checkboxes,1920,1080
heading_60e1ddf740.png,heading,8,Checkboxes,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/checkboxes,1920,1080
form_b4f74e1549.png,form,13,checkbox 1 checkbox 2,0.5,0.109907,0.505208,0.055556,https://the-internet.herokuapp.com/checkboxes,1920,1080
input_checkbox_e3bf9d7bd0.png,input_checkbox,3,on,0.250781,0.089074,0.006771,0.012037,https://the-internet.herokuapp.com/checkboxes,1920,1080
input_checkbox_6f4a2352d1.png,input_checkbox,3,on,0.250781,0.116852,0.006771,0.012037,https://the-internet.herokuapp.com/checkboxes,1920,1080
link_01147e1496.png,link,1,Elemental Selenium,0.523385,0.196944,0.073333,0.016667,https://the-internet.herokuapp.com/checkboxes,1920,1080
image_25e4a0dca1.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/dropdown,1920,1080
heading_05b0f50abe.png,heading,8,Dropdown List,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/dropdown,1920,1080
dropdown_26b14af8f0.png,dropdown,5,,0.5,0.092315,0.505208,0.02037,https://the-internet.herokuapp.com/dropdown,1920,1080
link_a911e0d743.png,link,1,Elemental Selenium,0.523385,0.161759,0.073333,0.016667,https://the-internet.herokuapp.com/dropdown,1920,1080
image_cfeeadaf65.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/tables,1920,1080
heading_c6bf97a638.png,heading,8,Data Tables,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/tables,1920,1080
text_6c1952b858.png,text,9,"Often times when you see a table it contains data which is sortable -- sometimes with actions that can be taken within each row (e.g. edit, delete). And it can be challenging to automate interaction w",0.5,0.105833,0.505208,0.047407,https://the-internet.herokuapp.com/tables,1920,1080
heading_d476625844.png,heading,8,Example 1,0.5,0.162963,0.505208,0.029815,https://the-internet.herokuapp.com/tables,1920,1080
text_775bc4e183.png,text,9,No Class or ID attributes to signify groupings of rows and columns,0.5,0.20037,0.505208,0.023704,https://the-internet.herokuapp.com/tables,1920,1080
table_19f7ae54dd.png,table,14,,0.434922,0.304583,0.375052,0.147685,https://the-internet.herokuapp.com/tables,1920,1080
table_cc9190417c.png,table,14,,0.434922,0.246019,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_a923763f56.png,table,14,,0.434922,0.246019,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_f9e1c43f05.png,table,14,,0.27625,0.246019,0.057187,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_6ea6530fc6.png,text,9,Last Name,0.276406,0.245093,0.047813,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_459a8dae52.png,table,14,,0.333568,0.246019,0.057448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_a9ed1c1d3b.png,text,9,First Name,0.333594,0.245093,0.048333,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_b7ee0e1425.png,table,14,,0.403542,0.246019,0.082448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_90a72af623.png,text,9,Email,0.381719,0.245093,0.029687,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_83a26f6997.png,table,14,,0.462526,0.246019,0.035469,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_d29dec32b5.png,text,9,Due,0.46151,0.245093,0.024323,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_7ed58e7ad5.png,table,14,,0.529453,0.246019,0.098385,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_087fb06118.png,text,9,Web Site,0.50526,0.245093,0.040937,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_53474d3779.png,table,14,,0.600417,0.246019,0.043542,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_7a50e0752f.png,text,9,Action,0.599609,0.245093,0.032813,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_577dffd59b.png,table,14,,0.434922,0.319398,0.374531,0.11713,https://the-internet.herokuapp.com/tables,1920,1080
table_5832fedf23.png,table,14,,0.434922,0.275417,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_9c13119869.png,table,14,Smith,0.27625,0.275417,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_8cbe0769d0.png,table,14,John,0.333568,0.275417,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_16a4f34ca0.png,table,14,jsmith@gmail.com,0.403542,0.275417,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_0536b927c0.png,table,14,$50.00,0.462526,0.275417,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_4e4df95e67.png,table,14,http://www.jsmith.com,0.529453,0.275417,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_63e2ff6a2c.png,table,14,,0.600417,0.275417,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_e921279e8d.png,link,1,edit,0.589271,0.274537,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_d9d84a477f.png,link,1,delete,0.60737,0.274537,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_055b9fea31.png,table,14,,0.434922,0.304583,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_7fd32ea41b.png,table,14,Bach,0.27625,0.304583,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_c18146dbdc.png,table,14,Frank,0.333568,0.304583,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_dccc4775e3.png,table,14,fbach@yahoo.com,0.403542,0.304583,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_eaa98e068b.png,table,14,$51.00,0.462526,0.304583,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_cc67857af8.png,table,14,http://www.frank.com,0.529453,0.304583,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_99029ce982.png,table,14,,0.600417,0.304583,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_43719c02ee.png,link,1,edit,0.589271,0.303704,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_32e1221cc7.png,link,1,delete,0.60737,0.303704,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_7853072e5e.png,table,14,,0.434922,0.33375,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_7a951160be.png,table,14,Doe,0.27625,0.33375,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_5391589cdf.png,table,14,Jason,0.333568,0.33375,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_41e9352718.png,table,14,jdoe@hotmail.com,0.403542,0.33375,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_55576e426f.png,table,14,$100.00,0.462526,0.33375,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_4f6a9b6ee0.png,table,14,http://www.jdoe.com,0.529453,0.33375,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_63edc919c3.png,table,14,,0.600417,0.33375,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_7bb38480ef.png,link,1,edit,0.589271,0.33287,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_7e38647792.png,link,1,delete,0.60737,0.33287,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_207de38042.png,table,14,,0.434922,0.363148,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_4fbe09a7b7.png,table,14,Conway,0.27625,0.363148,0.057187,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_5b235caaba.png,table,14,Tim,0.333568,0.363148,0.057448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_013339fdc7.png,table,14,tconway@earthlink.net,0.403542,0.363148,0.082448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_d685c08a95.png,table,14,$50.00,0.462526,0.363148,0.035469,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_4202aafcf3.png,table,14,http://www.timconway.com,0.529453,0.363148,0.098385,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_02852d6c40.png,table,14,,0.600417,0.363148,0.043542,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
link_2c98af9362.png,link,1,edit,0.589271,0.362037,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_c6442e22dd.png,link,1,delete,0.60737,0.362037,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
heading_a73ad85521.png,heading,8,Example 2,0.5,0.411806,0.505208,0.029815,https://the-internet.herokuapp.com/tables,1920,1080
text_d4c972ba67.png,text,9,Class and ID attributes to signify groupings of rows and columns,0.5,0.449167,0.505208,0.023704,https://the-internet.herokuapp.com/tables,1920,1080
table_f2757552e2.png,table,14,,0.434922,0.55338,0.375052,0.147685,https://the-internet.herokuapp.com/tables,1920,1080
table_be08ce6d15.png,table,14,,0.434922,0.494815,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_7b30d4d89d.png,table,14,,0.434922,0.494815,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_908807dfa0.png,table,14,,0.27625,0.494815,0.057187,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_71ca636074.png,text,9,Last Name,0.276406,0.493889,0.047813,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_a1f80cf7f3.png,table,14,,0.333568,0.494815,0.057448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_b3922831f3.png,text,9,First Name,0.333594,0.493889,0.048333,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_8136ef8fed.png,table,14,,0.403542,0.494815,0.082448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_66f40d0f8a.png,text,9,Email,0.381719,0.493889,0.029687,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_48729db96f.png,table,14,,0.462526,0.494815,0.035469,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_54a3446009.png,text,9,Due,0.46151,0.493889,0.024323,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_5e8f1d76f8.png,table,14,,0.529453,0.494815,0.098385,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_b588225730.png,text,9,Web Site,0.50526,0.493889,0.040937,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_e29f52bfe6.png,table,14,,0.600417,0.494815,0.043542,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
text_eae9858947.png,text,9,Action,0.599609,0.493889,0.032813,0.015741,https://the-internet.herokuapp.com/tables,1920,1080
table_a2558e67a5.png,table,14,,0.434922,0.568194,0.374531,0.11713,https://the-internet.herokuapp.com/tables,1920,1080
table_a04e006424.png,table,14,,0.434922,0.524213,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_5144642c5e.png,table,14,Smith,0.27625,0.524213,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_8224c86193.png,table,14,John,0.333568,0.524213,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_13eaf59d76.png,table,14,jsmith@gmail.com,0.403542,0.524213,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_bec3c3f93d.png,table,14,$50.00,0.462526,0.524213,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_5998a3dce0.png,table,14,http://www.jsmith.com,0.529453,0.524213,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_63721fb574.png,table,14,,0.600417,0.524213,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_03cd004a31.png,link,1,edit,0.589271,0.523426,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_6281bf16a7.png,link,1,delete,0.60737,0.523426,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_f778365322.png,table,14,,0.434922,0.55338,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_7ccf31a75d.png,table,14,Bach,0.27625,0.55338,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_a0aa0f15c7.png,table,14,Frank,0.333568,0.55338,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_5943f7538c.png,table,14,fbach@yahoo.com,0.403542,0.55338,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_e9ac8d426f.png,table,14,$51.00,0.462526,0.55338,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_cecb23dbed.png,table,14,http://www.frank.com,0.529453,0.55338,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_0a80aa8bba.png,table,14,,0.600417,0.55338,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_694807e307.png,link,1,edit,0.589271,0.552593,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_a8122c3dd1.png,link,1,delete,0.60737,0.552593,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_21facad82f.png,table,14,,0.434922,0.582546,0.374531,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_6157ac1702.png,table,14,Doe,0.27625,0.582546,0.057187,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_2e94a1ef3d.png,table,14,Jason,0.333568,0.582546,0.057448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_193ec50e4c.png,table,14,jdoe@hotmail.com,0.403542,0.582546,0.082448,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_f42c70f682.png,table,14,$100.00,0.462526,0.582546,0.035469,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_f2ec3fafb9.png,table,14,http://www.jdoe.com,0.529453,0.582546,0.098385,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
table_35df3a43b6.png,table,14,,0.600417,0.582546,0.043542,0.029167,https://the-internet.herokuapp.com/tables,1920,1080
link_81aca5bda2.png,link,1,edit,0.589271,0.581759,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_ad3c094465.png,link,1,delete,0.60737,0.581759,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
table_732f90004e.png,table,14,,0.434922,0.611944,0.374531,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_3948dbeb5d.png,table,14,Conway,0.27625,0.611944,0.057187,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_89be5db2b2.png,table,14,Tim,0.333568,0.611944,0.057448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_bcd28e7716.png,table,14,tconway@earthlink.net,0.403542,0.611944,0.082448,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_cfc8357f01.png,table,14,$50.00,0.462526,0.611944,0.035469,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_7335f401e3.png,table,14,http://www.timconway.com,0.529453,0.611944,0.098385,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
table_453375f37b.png,table,14,,0.600417,0.611944,0.043542,0.02963,https://the-internet.herokuapp.com/tables,1920,1080
link_27f0cabd0f.png,link,1,edit,0.589271,0.610926,0.012135,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_3a473d15a3.png,link,1,delete,0.60737,0.610926,0.02,0.014815,https://the-internet.herokuapp.com/tables,1920,1080
link_6c4ad0beea.png,link,1,Elemental Selenium,0.523385,0.690185,0.073333,0.016667,https://the-internet.herokuapp.com/tables,1920,1080
image_2772669962.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/inputs,1920,1080
heading_2f17e00a3a.png,heading,8,Inputs,0.5,0.05213,0.244792,0.035,https://the-internet.herokuapp.com/inputs,1920,1080
text_e709e27814.png,text,9,Number,0.5,0.093981,0.244792,0.023704,https://the-internet.herokuapp.com/inputs,1920,1080
input_text_5aa2bad465.png,input_text,2,,0.5,0.139352,0.244792,0.03,https://the-internet.herokuapp.com/inputs,1920,1080
link_85407a870f.png,link,1,Elemental Selenium,0.523385,0.211759,0.073333,0.016667,https://the-internet.herokuapp.com/inputs,1920,1080
image_dc9a6c0ebd.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/forgot_password,1920,1080
heading_7304360694.png,heading,8,Forgot Password,0.5,0.060463,0.505208,0.047963,https://the-internet.herokuapp.com/forgot_password,1920,1080
form_331abaec2d.png,form,13,,0.5,0.161296,0.505208,0.119444,https://the-internet.herokuapp.com/forgot_password,1920,1080
text_b54cdc0552.png,text,9,E-mail,0.369792,0.108056,0.244792,0.012963,https://the-internet.herokuapp.com/forgot_password,1920,1080
input_text_954d2a5798.png,input_text,2,,0.369792,0.131944,0.244792,0.03,https://the-internet.herokuapp.com/forgot_password,1920,1080
button_ad4fb5ae04.png,button,0,,0.297396,0.181204,0.1,0.042593,https://the-internet.herokuapp.com/forgot_password,1920,1080
link_736539bf0b.png,link,1,Elemental Selenium,0.523385,0.280278,0.073333,0.016667,https://the-internet.herokuapp.com/forgot_password,1920,1080
image_304d97b8c8.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/key_presses,1920,1080
heading_e91f32499f.png,heading,8,Key Presses,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/key_presses,1920,1080
text_a3e53a97cd.png,text,9,"Key presses are often used to interact with a website (e.g., tab order, enter, escape, etc.). Press a key and see what you inputted.",0.5,0.093981,0.505208,0.023704,https://the-internet.herokuapp.com/key_presses,1920,1080
form_5b35ed6bed.png,form,13,,0.5,0.139352,0.505208,0.03,https://the-internet.herokuapp.com/key_presses,1920,1080
input_text_bf6a52c97c.png,input_text,2,,0.5,0.139352,0.505208,0.03,https://the-internet.herokuapp.com/key_presses,1920,1080
link_e502aada77.png,link,1,Elemental Selenium,0.523385,0.217315,0.073333,0.016667,https://the-internet.herokuapp.com/key_presses,1920,1080
image_6be59e81be.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/add_remove_elements/,1920,1080
heading_2cfdeb5637.png,heading,8,Add/Remove Elements,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/add_remove_elements/,1920,1080
button_38355c528c.png,button,0,Add Element,0.285807,0.118241,0.076823,0.042593,https://the-internet.herokuapp.com/add_remove_elements/,1920,1080
link_8254ff085c.png,link,1,Elemental Selenium,0.523385,0.230278,0.073333,0.016667,https://the-internet.herokuapp.com/add_remove_elements/,1920,1080
image_d96429c68b.png,image,7,Fork me on GitHub,0.961198,0.068981,0.077604,0.137963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
heading_6140dea4ff.png,heading,8,Challenging DOM,0.5,0.05213,0.505208,0.035,https://the-internet.herokuapp.com/challenging_dom,1920,1080
text_77110f9d62.png,text,9,"The hardest part in automated web testing is finding the best locators (e.g., ones that well named, unique, and unlikely to change). It's more often than not that the application you're testing was no",0.5,0.117685,0.505208,0.071111,https://the-internet.herokuapp.com/challenging_dom,1920,1080
link_ea840e2e95.png,link,1,baz,0.275339,0.211574,0.04026,0.042593,https://the-internet.herokuapp.com/challenging_dom,1920,1080
link_6afa7f80ed.png,link,1,qux,0.275495,0.272685,0.040573,0.042593,https://the-internet.herokuapp.com/challenging_dom,1920,1080
link_4ce0d60246.png,link,1,foo,0.276797,0.333796,0.043177,0.042593,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_2c119d9e6b.png,table,14,,0.495443,0.35162,0.312031,0.322685,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_71d3774876.png,table,14,,0.495443,0.205556,0.31151,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_00038505ef.png,table,14,,0.495443,0.205556,0.31151,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_584978eab1.png,table,14,Lorem,0.357396,0.205556,0.035469,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_3ccdfc3b18.png,table,14,Ipsum,0.395,0.205556,0.039792,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_d77d6c601f.png,table,14,Dolor,0.434375,0.205556,0.038958,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_95eeaf508a.png,table,14,Sit,0.477578,0.205556,0.047448,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
table_7dc907cafe.png,table,14,Amet,0.531068,0.205556,0.059531,0.02963,https://the-internet.herokuapp.com/challenging_dom,1920,1080
